interaction_key,message_id,conversation_id,reset_session_id,tool_event_id,rank_in_tool_event,score,retrieved_content,filename,display_name,filetype,metadata_categories,category_depth,is_qa,can_open,uploaded_at,metadata_id,collection_name,source_file
a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::1779680012269,1779680012269,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::R001,20260525T090712-20260525T192743.csv#49,4,0.9098938,"システムのインターフェースは異なるものの、スタッフ要求～個別契約についての流れは概ね同様。

スタッフ要求・見積依頼

個別契約

簡易申請に必要事項を記載し、

人員要求。

派遣会社から回答後、候補者選定 申請を実施し派遣会社確定。

共通申請で個別契約申請を実施。

派遣会社からの回答後、個別契約成立。

DREAMS ・ BUSKETS



G共通IT（決裁）で実施伺い後、Staffiaに必要事項を記載し、

スタッフ要求・見積依頼を実施し、派遣会社からの回答を得る。



G共通IT（決裁）で実施伺い後、派遣会社を確定。Staffiaで個別契約内 容を派遣会社に提示。派遣会社からの回答内容を確認・承認後、個別契約 成立。

スタッフ要求書作成

派遣会社へ見積依頼

個別契約内容を作成し、派遣会社へ提示

派遣会社からの回答内容を確認・承認後、 個別契約成立

Staffia

6",【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,application/pdf,system > staffia,,false,true,2026-03-05 14:11:57,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版_system_staffia,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::1779680359040,1779680359040,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::R001,20260525T090712-20260525T192743.csv#55,1,0.925527335,"Staffiaはシステムの立ち上げ、利用に必要な手続き、出来る範囲が異なる

システムの立ち上げ

システムの利用にあたって

メインメニューから立ち上げ

申請不要で利用可能

DREAMS ・ BUSKETS

ブラウザからStaffiaにログイン

Staffia利用には、操作者の登録が必要 • 操作者には実務業務に応じた権限を設定 （操作者登録・権限付与は各組織で実施可能）

Staffia

システムで出来る範囲

各工程において、使用するシステムが異なる

【人員要求】 【個別契約】 【勤務管理】 【支払】 【各種帳票出力】 モニタリング・BUSKETS

簡易申請・BUSKETS 共通申請・BUSKETS スケジューラ 簡易申請/検収・BUSKETS

実施伺い（文書回覧型申請）を除き、

派遣契約に関わる業務はStaffiaで一元管理

5",【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,application/pdf,system > staffia,,false,true,2026-03-05 14:11:57,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版_system_staffia,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::1779680359040,1779680359040,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::R001,20260525T090712-20260525T192743.csv#55,2,0.91949815,"勤務管理においては、時間外・休暇・旅費申請の有無に関わらず、「派遣労働者による勤務時間と業務内容の申請」および 「勤務承認者の承認」がStaffiaでは毎日必要な点が異なる。支払は、システムのインターフェースは異なるものの、流れは概ね同様。

勤務管理

支払

スケジューラで勤務系申請（時間外・休暇・旅費等）を実施し、 上⾧が承認。（申請事項がない場合は、上⾧は承認不要）

前月の勤務実績および支払額を

確認し、簡易申請を実施。

派遣会社から回答後、検収を実施し 派遣料金を支払い。

支払額確認

検収

DREAMS ・ BUSKETS

時間外や休暇、旅費申請の有無に関わらず、派遣労働者は、毎日 当日

の勤務時間と業務内容を申請。

派遣労働者の申請に基づき、勤務承認者は内容を確認し日次承認。

月間の勤務実績を確認し、

勤務管理の月次承認を実施。

派遣会社から回答後、Staffiaで 支 払承認を実施。その後、G共通IT（財 務）に自動連係され支払い。

派遣労働者は毎日 勤務時間と業務内容を申請

勤務承認者は 勤務状況と業務内容を 日次承認

月次承認

支払承認

Staffia

7",【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,application/pdf,system > staffia,,false,true,2026-03-05 14:11:57,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版_system_staffia,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::1779680359040,1779680359040,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::R001,20260525T090712-20260525T192743.csv#55,3,0.9159724,"ポイント

件名 決裁していただきたい事項 :契約期間、業務内容、取引先、費用 添付ファイル G決裁(決裁)利用メニュー :すべて ＞ 文書回覧 ＞ 文書回覧の新規作成 非公開フラグ 回覧ルート

: 【実施伺い】人材派遣契約の実施について（○○担当）等

:Staffiaで作成した仕様書のPDFを添付する

:個人情報が含まれる場合は「非公開フラグ」にチェックする :決裁者は派遣先責任者（派遣受入の決定権を持つ方）となるように承認フローを設定

44",【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,application/pdf,system > staffia,,false,true,2026-03-05 14:11:57,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版_system_staffia,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::1779680359040,1779680359040,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz,a:1CToAo96xVzQutUzZJkh-rJJAv3mZ-zSofpfrVe5kc5IqrtqQySDzhjmLGqyaXKSMe2K0BhMg4zkWhndIkpzoCIQ-J1_epMJfiO2cqENaiI9OnpQsR2e-m_byLGgbVbJz::R001,20260525T090712-20260525T192743.csv#55,4,0.91289335,"ポイント

件名 決裁していただきたい事項 :派遣受入に至る背景、求めるスキル等 を適宜記入 G決裁(決裁)利用メニュー :すべて ＞ 文書回覧 ＞ 文書回覧の新規作成 回覧ルート

: 【実施伺い】人材派遣の要求について（○○担当） 等

:決裁者は派遣先責任者（派遣受入の決定権を持つ方）となるように承認フローを設定

18",【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版.pdf,application/pdf,system > staffia,,false,true,2026-03-05 14:11:57,【業務ID_6】Staffia業務マニュアル（派遣先組織向け）1.1版_system_staffia,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::1779686223254,1779686223254,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::R001,20260525T090712-20260525T192743.csv#65,1,0.9397947799999999,"付 則（2015 年４月２９日）

この改正は、2013 年５月１５日から実施する。

付 則（2017 年３月３１日）

この改正は、2017 年４月１日から実施する。

付 則（2018 年３月２９日） （実施日）

１ この改正は、2018 年４月１日から実施する。

（支給時期に関する経過措置） ２ この改正に伴い、2018 年３月 31 日以前に転用又は配置換もしくは研修生となったことにより、本通達第 １項に定める単身赴任者等と認定された場合は、2018 年４月１日を本通達第３項第１号に定める社員の住所 の移転の日として扱う。

付 則（2020 年３月 30 日）

この改正は、2020 年４月１日から実施する。

付 則（2023 年３月 31 日）

この改正は、2023 年４月１日から実施する。",単身赴任者等に対する帰郷実費の取扱いについて.pdf,単身赴任者等に対する帰郷実費の取扱いについて.pdf,application/pdf,policy-operations > travel > travel-others,,false,true,2026-02-20 14:45:06,単身赴任者等に対する帰郷実費の取扱いについて_policy-operations_travel_travel-others,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::1779686223254,1779686223254,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::R001,20260525T090712-20260525T192743.csv#65,2,0.935664535,"第９　航空券代金の支払い

旅費事務担当者は、証拠書類の添付確認を行うとともに、企業情報システムにより支払処理を行う。

第１０　旅行依頼等の場合の事務処理

　旅行命令権者が旅行依頼又は旅行承認を行う場合もしくは社員であった者の遺族が旅行する場合については、トラベルサービスへの航空券発券依頼は行わず、その者へ航空賃を支給する。

第１１　旅費支給事務処理要領との関連

　この事務処理要領に定めのない事項については、「旅費支給事務処理要領」（1992.7.1 総第34号）に定めるところによる。

付　則

　　本通達は、2014年４月１日より実施する。

付　則（2021年３月31日）

　　この改正は、2021年４月１日より実施する。

付　則（2022年６月30日）

　　この改正は、2022年７月１日より実施する。

付　則（2023年12月25日）

　　この改正は、2024年１月１日より実施する。

付　則（2025年3月1日）　 

　　この改正は、2025年３月１日より実施する。",,14 航空券発券業務依頼に伴う事務処理要領_202503.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,policy-operations > travel > domestic,0,false,true,2026-02-20 14:44:16,14 航空券発券業務依頼に伴う事務処理要領_202503_policy-operations_travel_domestic,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::1779686223254,1779686223254,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::R001,20260525T090712-20260525T192743.csv#65,3,0.9354505,"（実施日）

　この改正は、2018年4月1日から実施する。

　　なお、実施日前日までに出発する旅行に係る旅費については、改正前の通達に基づき支給する。

付　則（2020年３月30日）

（実施日）

　この改正は、2020年4月1日から実施する。

なお、実施日前日までに出発する旅行に係る旅費については、改正前の通達に基づき支給する。

付　則（2021年９月30日）

（実施日）

　この改正は、2021年10月1日から実施する。

なお、実施日前日までに出発する旅行に係る旅費については、改正前の通達に基づき支給する。

付  則（2022年６月30日）

（実施日）

この改正は、2022年7月1日より実施する。

付  則（2023年３月31日）

（実施日）

この改正は、2023年４月1日より実施する。

付  則（2024年７月31日）

（実施日）

この改正は、2024年８月1日より実施する。",,13 外国旅費事務細則_202407.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,policy-operations > travel > overseas,0,false,true,2026-02-20 14:44:36,13 外国旅費事務細則_202407_policy-operations_travel_overseas,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::1779686223254,1779686223254,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-,a:1RIipdzJJRCqN8IE8qfNXsFpqZDSj4P3wKd-tp8K5hFL0etMafUZ-ity3Ed-ozQRKGfXjl2cDjQVbvlQkYToShhmDSgzw5Bw1-1H2hdib3Jr_rLW89foMvQw_f2Fo7gV-::R001,20260525T090712-20260525T192743.csv#65,4,0.9355837,"付則（社長達第20号　2005年３月28日）

この改定は、2005年４月１日から実施する。

付則（社長達第46号　2006年３月31日）

この改正は、2006年４月１日から実施する。

付則（社長達第26号　2007年１月24日）

この改正は、2007年２月１日から実施する。

ただし、今回の改正に伴い新たに「別に定める都市」に追加した都市に宿泊する場合で、既にホテルの予約が完了している場合については、領収書に基づき帰国後実費精算とする。

付則（社長達第50号　2008年６月26日）

この改正は、2008年７月１日から実施する。

付則（社長達第64号　2008年12月17日）

この改正は、2009年1月1日から実施する。

ただし、今回の改正に伴い新たに「別に定める都市」に追加した都市に宿泊する場合で、既にホテルの予約が完了している場合については、領収書に基づき帰国後実費精算とする。

付則（社長達第43号　2010年3月31日）

　この改正は、2010年4月1日から実施する。

付則（社長達第15号　2013年2月19日）

　この改正は、2013年3月1日から実施する。

ただし、今回の改正に伴い新たに「別に定める都市」に追加した都市に宿泊する場合で、既にホテルの予約が完了している場合については、領収書に基づき帰国後実費精算とする。

付則（社長達第34号　2013年9月30日）

　この改正は、2013年10月1日から実施する。

付則（社長達第50号　2013年12月13日）

　この改正は、2014年1月1日から実施する。

ただし、今回の改正に伴い新たに「別に定める都市」に追加した都市に宿泊する場合で、既にホテルの予約が完了している場合については、領収書に基づき帰国後実費精算とする。

付則（社長達第67号　2014年３月28日）

　この改正は、2014年4月1日から実施する。

付則（社長達第14号　2014年６月30日）

　この改正は、2014年７月1日から実施する。

付則（社長達第24号　2014年９月29日）

　この改正は、2014年10月１日から実施する。

付則（社長達第3号　2015年４月29日）",,12 旅費規程_202601.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,policy-operations > travel,0,false,true,2026-02-20 14:44:05,12 旅費規程_202601_policy-operations_travel,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::1779686777971,1779686777971,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::R001,20260525T090712-20260525T192743.csv#77,1,0.924153985,"第２６章 スキルチェック

人担 育担 上長 社員

● ● ● ●

２６．１１ 操作方法（スキルチェック結果の確認）

現在従事業務の専門分野

実施者：社員

社員はスキルチェックのフォームが上長に確定されると、「スキルアップ計画・スキルチェック」から 結果を確認できます。自身の専門分野に求められるスキルと現状のスキルとのギャップを確認します。

事前準備

実施

各社の専門分野を運用する場合

マスタ 登録申請

質問データ の登録

データの 関連付け

専門分野 登録

フォーム 配布 実施指示

スキル チェック 実施

結果確認

人事・育成

社員

人事・育成

社員

上長

人事・育成

1. 本システムにログインし、ホームページを表示します。

（１）タイルから「スキルアップ計画・スキルチェック」を選択します。

スキルアップ計画・ スキルチェック

2. 「スキルアップ計画・スキルチェック」の画面が表示されます。

（１）「スキルチェック」を選択します。

－31－

© 2022 NTT BUSINESS ASSOCIE",【社員用】タレントマネジメントサ-ビスマニュアル.pdf,【社員用】タレントマネジメントサ-ビスマニュアル.pdf,application/pdf,system > talemane > talemane-employee,,false,true,2026-02-20 14:46:28,【社員用】タレントマネジメントサ-ビスマニュアル_system_talemane_talemane-employee,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::1779686777971,1779686777971,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::R001,20260525T090712-20260525T192743.csv#77,2,0.9175865000000001,"第２６章 スキルチェック

人担 育担 上長 社員

● ● ● ●

3. スキルチェックのフォームが表示されます。

（１）以下の画面の通り、各項目について確認し、回答します。

（２）「フォームの確定」を押下します。

質問群（システム用語：コンピテンシー）

必ず押下し、表示 させてください

※複数の質問をまとめたもの

総務・人事

解説を展開表示

質問（システム用語：ビヘイビア）

「☆」を選択して、自身のスキルレベルを評価します。 社員グレード基準や各社から提示されている基準を参考に、自己 評価で登録してください。（全ての質問に対する回答必須）

次頁参照

－28－

© 2022 NTT BUSINESS ASSOCIE",【社員用】タレントマネジメントサ-ビスマニュアル.pdf,【社員用】タレントマネジメントサ-ビスマニュアル.pdf,application/pdf,system > talemane > talemane-employee,,false,true,2026-02-20 14:46:28,【社員用】タレントマネジメントサ-ビスマニュアル_system_talemane_talemane-employee,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::1779686777971,1779686777971,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::R001,20260525T090712-20260525T192743.csv#77,3,0.916406065,"第２６章 スキルチェック

人担 育担 上長 社員

● ● ● ●

4. フォームの送信画面が表示されます。

（１）「次のステップに送信」を押下します。

5. 「マイフォーム」の画面が表示されます。

（１）「進行中」のトレイを選択し、送信したフォームが進行中になっていることを確認します。

2023年度_602_スキルチェック（現在従事業務の専門分野）- 社員一郎

スキルチェックの再実施が必要な場合

社員は、スキルチェックの実施後に上長から差し戻しの連絡を受けた場合、スキル チェックの再実施が必要です。差し戻しを受けたフォームから上長のコメントを確認の うえ、再度スキルチェックを実施してください。

修正の方向性に不明点がある場合は、上長との面談等により、修正の方向性の認識を合 わせたうえで実施してください。

これで処理は完了です

－30－

© 2022 NTT BUSINESS ASSOCIE",【社員用】タレントマネジメントサ-ビスマニュアル.pdf,【社員用】タレントマネジメントサ-ビスマニュアル.pdf,application/pdf,system > talemane > talemane-employee,,false,true,2026-02-20 14:46:28,【社員用】タレントマネジメントサ-ビスマニュアル_system_talemane_talemane-employee,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::1779686777971,1779686777971,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo,a:18pkyMY3UQPLC0yxzk04-ojo1K2Y_56hT5Eg0WgicOQsJftCkqeNvy8XjVmhMB7D6kxtChcXxDBbqsU6eqB1E7lsbYz1hAHkir_t5QbkAG_uf5sL-zPNV3LG1mbzibyyo::R001,20260525T090712-20260525T192743.csv#77,4,0.91653215,"第３９章 資格情報管理

1. 本サービスにログインし、ホームページを表示します。

（１）タイルから「マイプロファイル」を選択します。

２．プロファイル画面が表示されます。

（１）「プロファイル」＞「学歴・資格」を選択します。

－212－

人担 育担 上長 社員

● ●

●

© 2022 NTT BUSINESS ASSOCIE",【社員用】タレントマネジメントサ-ビスマニュアル.pdf,【社員用】タレントマネジメントサ-ビスマニュアル.pdf,application/pdf,system > talemane > talemane-employee,,false,true,2026-02-20 14:46:28,【社員用】タレントマネジメントサ-ビスマニュアル_system_talemane_talemane-employee,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
a:1TxYl61MuWEycgWcPPW9HG64BMo_BZ_px6fO-iCSc7UieDC6pA5ei7owXCvVMh0mcBgebT6gYH-Slxos8rXTKgHsixns6uDseazIKy6Wu2q-Of4vKBguqQwYLZMZdVt2Z::1779689815335,1779689815335,a:1TxYl61MuWEycgWcPPW9HG64BMo_BZ_px6fO-iCSc7UieDC6pA5ei7owXCvVMh0mcBgebT6gYH-Slxos8rXTKgHsixns6uDseazIKy6Wu2q-Of4vKBguqQwYLZMZdVt2Z,a:1TxYl61MuWEycgWcPPW9HG64BMo_BZ_px6fO-iCSc7UieDC6pA5ei7owXCvVMh0mcBgebT6gYH-Slxos8rXTKgHsixns6uDseazIKy6Wu2q-Of4vKBguqQwYLZMZdVt2Z::R001,20260525T090712-20260525T192743.csv#82,1,0.90232378,"制定　2020年９月29日　人服第14号

改正　2021年３月31日　人服第36号

2021年９月30日　人服第６号

2022年６月30日　人服第１号

2023年３月31日　総人第6986号

2023年10月１日　総人第5012号

2025年11月６日　総人第000600001662-01号

人服第14号

2020年９月29日

社内一般長　　　　　　　　

　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　人事部長

リモートワークの取扱いについて

標記については、次により取り扱うこととするので、よろしく取り計らい願います。

第１章　リモートワーク制度について

１．目的

勤務事業所への出社を前提とした働き方ではなく、リモートワークを中心として、主体的に就業場所を選択又は組み合わせる働き方を推進することにより、創造性の発揮及び生産性の向上を促す観点から、本人の申出又は会社指示により勤務事業所以外を勤務場所とするものである。

２．対象者

対象者は、社員、キャリアS、キャリアⅠ、キャリアⅡ、キャリアⅢ、エキスパートⅠ、エキスパートⅡ、アドバンスト・プロフェッショナル、常勤嘱託及び臨時雇（以下、「社員等」という。）とする。

　　ただし、産業医から「健康管理規程」（1992年７月１日社長達第33号）による療養、勤務軽減又は要注意の指示を受けている社員等については、産業医の意見等を踏まえ、所属長が勤務事業所外での就業と健康管理が可能と認めた場合、リモートワークを実施することができる。

なお、リモートワークが不適当と認められる社員等については、実施することができない。

３．勤務場所

勤務場所については勤務事業所とするが、業務に専念でき、安全衛生及び情報セキュリティが十分に確保されると直属上長が判断した場所でリモートワークを実施することができる。

４．対象業務",,49 リモートワークの取扱いについて_202511.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,policy-operations > regulation > regulation-others,0,false,true,2026-02-20 14:43:16,49 リモートワークの取扱いについて_202511_policy-operations_regulation_regulation-others,jp.co.nttexc.workRules__your_navi_qai_docomo,20260525T090712-20260525T192743.csv
